Date,Timestamp,Symbol,Expiry,Strikes (Low/High),Buy Low CE (Ask),Sell High CE (Bid),Buy High PE (Ask),Sell Low PE (Bid),Net Exec Cost,Theoretical Value,IRR Tier Achieved,Target Mismatch (For Tier),Profit Per Share,Total Paper Profit
20-03-2026,09:25:35,PNB,30-03-2026,118.0/125.0,0.72,0.12,12.14,5.98,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,120.0/125.0,0.41,0.12,12.14,7.65,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:35,PNB,30-03-2026,100.0/111.0,12.96,3.73,1.74,0.19,10.78,11,8%,0.2081,0.22,1760
20-03-2026,09:25:35,PNB,30-03-2026,100.0/113.0,12.96,2.55,2.54,0.19,12.76,13,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,100.0/115.0,12.96,1.65,3.65,0.19,14.77,15,8%,0.2081,0.23,1840
20-03-2026,09:25:35,PNB,30-03-2026,100.0/125.0,12.96,0.12,12.14,0.19,24.79,25,8%,0.2081,0.21,1680
20-03-2026,09:25:35,PNB,30-03-2026,108.0/109.0,5.71,5.13,1.17,1,0.75,1,10%,0.2492,0.25,2000
20-03-2026,09:25:35,PNB,30-03-2026,108.0/111.0,5.71,3.73,1.74,1,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:35,PNB,30-03-2026,108.0/113.0,5.71,2.55,2.54,1,4.7,5,12%,0.2903,0.3,2400
20-03-2026,09:25:35,PNB,30-03-2026,108.0/115.0,5.71,1.65,3.65,1,6.71,7,10%,0.2492,0.29,2320
20-03-2026,09:25:35,PNB,30-03-2026,108.0/117.0,5.71,1.01,5.05,1,8.75,9,10%,0.2492,0.25,2000
20-03-2026,09:25:35,PNB,30-03-2026,108.0/119.0,5.71,0.6,6.64,1,10.75,11,10%,0.2492,0.25,2000
20-03-2026,09:25:35,PNB,30-03-2026,108.0/125.0,5.71,0.12,12.14,1,16.73,17,10%,0.2492,0.27,2160
20-03-2026,09:25:35,PNB,30-03-2026,110.0/111.0,4.2,3.73,1.74,1.48,0.73,1,10%,0.2492,0.27,2160
20-03-2026,09:25:35,PNB,30-03-2026,110.0/113.0,4.2,2.55,2.54,1.48,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:25:35,PNB,30-03-2026,110.0/115.0,4.2,1.65,3.65,1.48,4.72,5,10%,0.2492,0.28,2240
20-03-2026,09:25:35,PNB,30-03-2026,110.0/117.0,4.2,1.01,5.05,1.48,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,110.0/119.0,4.2,0.6,6.64,1.48,8.76,9,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,110.0/125.0,4.2,0.12,12.14,1.48,14.74,15,10%,0.2492,0.26,2080
20-03-2026,09:25:35,PNB,30-03-2026,112.0/113.0,2.92,2.55,2.54,2.2,0.71,1,10%,0.2492,0.29,2320
20-03-2026,09:25:35,PNB,30-03-2026,112.0/115.0,2.92,1.65,3.65,2.2,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:35,PNB,30-03-2026,112.0/117.0,2.92,1.01,5.05,2.2,4.76,5,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,112.0/119.0,2.92,0.6,6.64,2.2,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,112.0/125.0,2.92,0.12,12.14,2.2,12.74,13,10%,0.2492,0.26,2080
20-03-2026,09:25:35,PNB,30-03-2026,114.0/115.0,1.92,1.65,3.65,3.18,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:25:35,PNB,30-03-2026,114.0/117.0,1.92,1.01,5.05,3.18,2.78,3,8%,0.2081,0.22,1760
20-03-2026,09:25:35,PNB,30-03-2026,114.0/119.0,1.92,0.6,6.64,3.18,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:35,PNB,30-03-2026,114.0/125.0,1.92,0.12,12.14,3.18,10.76,11,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,118.0/119.0,0.72,0.6,6.64,5.98,0.78,1,8%,0.2081,0.22,1760
20-03-2026,09:25:35,PNB,30-03-2026,118.0/125.0,0.72,0.12,12.14,5.98,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,120.0/125.0,0.41,0.12,12.14,7.65,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:35,PNB,30-03-2026,100.0/111.0,12.96,3.73,1.74,0.19,10.78,11,8%,0.2081,0.22,1760
20-03-2026,09:25:35,PNB,30-03-2026,100.0/113.0,12.96,2.55,2.54,0.19,12.76,13,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,100.0/115.0,12.96,1.65,3.65,0.19,14.77,15,8%,0.2081,0.23,1840
20-03-2026,09:25:35,PNB,30-03-2026,100.0/125.0,12.96,0.12,12.14,0.19,24.79,25,8%,0.2081,0.21,1680
20-03-2026,09:25:35,PNB,30-03-2026,108.0/109.0,5.71,5.13,1.17,1,0.75,1,10%,0.2492,0.25,2000
20-03-2026,09:25:35,PNB,30-03-2026,108.0/111.0,5.71,3.73,1.74,1,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:35,PNB,30-03-2026,108.0/113.0,5.71,2.55,2.54,1,4.7,5,12%,0.2903,0.3,2400
20-03-2026,09:25:35,PNB,30-03-2026,108.0/115.0,5.71,1.65,3.65,1,6.71,7,10%,0.2492,0.29,2320
20-03-2026,09:25:35,PNB,30-03-2026,108.0/117.0,5.71,1.01,5.05,1,8.75,9,10%,0.2492,0.25,2000
20-03-2026,09:25:35,PNB,30-03-2026,108.0/119.0,5.71,0.6,6.64,1,10.75,11,10%,0.2492,0.25,2000
20-03-2026,09:25:35,PNB,30-03-2026,108.0/125.0,5.71,0.12,12.14,1,16.73,17,10%,0.2492,0.27,2160
20-03-2026,09:25:35,PNB,30-03-2026,110.0/111.0,4.2,3.73,1.74,1.48,0.73,1,10%,0.2492,0.27,2160
20-03-2026,09:25:35,PNB,30-03-2026,110.0/113.0,4.2,2.55,2.54,1.48,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:25:35,PNB,30-03-2026,110.0/115.0,4.2,1.65,3.65,1.48,4.72,5,10%,0.2492,0.28,2240
20-03-2026,09:25:35,PNB,30-03-2026,110.0/117.0,4.2,1.01,5.05,1.48,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,110.0/119.0,4.2,0.6,6.64,1.48,8.76,9,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,110.0/125.0,4.2,0.12,12.14,1.48,14.74,15,10%,0.2492,0.26,2080
20-03-2026,09:25:35,PNB,30-03-2026,112.0/113.0,2.92,2.55,2.54,2.2,0.71,1,10%,0.2492,0.29,2320
20-03-2026,09:25:35,PNB,30-03-2026,112.0/115.0,2.92,1.65,3.65,2.2,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:35,PNB,30-03-2026,112.0/117.0,2.92,1.01,5.05,2.2,4.76,5,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,112.0/119.0,2.92,0.6,6.64,2.2,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,112.0/125.0,2.92,0.12,12.14,2.2,12.74,13,10%,0.2492,0.26,2080
20-03-2026,09:25:35,PNB,30-03-2026,114.0/115.0,1.92,1.65,3.65,3.18,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:25:35,PNB,30-03-2026,114.0/117.0,1.92,1.01,5.05,3.18,2.78,3,8%,0.2081,0.22,1760
20-03-2026,09:25:35,PNB,30-03-2026,114.0/119.0,1.92,0.6,6.64,3.18,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:35,PNB,30-03-2026,114.0/125.0,1.92,0.12,12.14,3.18,10.76,11,8%,0.2081,0.24,1920
20-03-2026,09:25:35,PNB,30-03-2026,118.0/119.0,0.72,0.6,6.64,5.98,0.78,1,8%,0.2081,0.22,1760
20-03-2026,09:25:35,PNB,30-03-2026,118.0/125.0,0.72,0.12,12.14,5.98,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,120.0/125.0,0.41,0.12,12.14,7.65,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,100.0/111.0,12.96,3.73,1.74,0.19,10.78,11,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,100.0/113.0,12.96,2.55,2.54,0.19,12.76,13,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,100.0/115.0,12.96,1.65,3.65,0.19,14.77,15,8%,0.2081,0.23,1840
20-03-2026,09:25:36,PNB,30-03-2026,100.0/125.0,12.96,0.12,12.14,0.19,24.79,25,8%,0.2081,0.21,1680
20-03-2026,09:25:36,PNB,30-03-2026,108.0/109.0,5.71,5.13,1.17,1,0.75,1,10%,0.2492,0.25,2000
20-03-2026,09:25:36,PNB,30-03-2026,108.0/111.0,5.71,3.73,1.74,1,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:36,PNB,30-03-2026,108.0/113.0,5.71,2.55,2.54,1,4.7,5,12%,0.2903,0.3,2400
20-03-2026,09:25:36,PNB,30-03-2026,108.0/115.0,5.71,1.65,3.65,1,6.71,7,10%,0.2492,0.29,2320
20-03-2026,09:25:36,PNB,30-03-2026,108.0/117.0,5.71,1.01,5.05,1,8.75,9,10%,0.2492,0.25,2000
20-03-2026,09:25:36,PNB,30-03-2026,108.0/119.0,5.71,0.6,6.64,1,10.75,11,10%,0.2492,0.25,2000
20-03-2026,09:25:36,PNB,30-03-2026,108.0/125.0,5.71,0.12,12.14,1,16.73,17,10%,0.2492,0.27,2160
20-03-2026,09:25:36,PNB,30-03-2026,110.0/111.0,4.2,3.73,1.74,1.48,0.73,1,10%,0.2492,0.27,2160
20-03-2026,09:25:36,PNB,30-03-2026,110.0/113.0,4.2,2.55,2.54,1.48,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:25:36,PNB,30-03-2026,110.0/115.0,4.2,1.65,3.65,1.48,4.72,5,10%,0.2492,0.28,2240
20-03-2026,09:25:36,PNB,30-03-2026,110.0/117.0,4.2,1.01,5.05,1.48,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,110.0/119.0,4.2,0.6,6.64,1.48,8.76,9,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,110.0/125.0,4.2,0.12,12.14,1.48,14.74,15,10%,0.2492,0.26,2080
20-03-2026,09:25:36,PNB,30-03-2026,112.0/113.0,2.92,2.55,2.54,2.2,0.71,1,10%,0.2492,0.29,2320
20-03-2026,09:25:36,PNB,30-03-2026,112.0/115.0,2.92,1.65,3.65,2.2,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:36,PNB,30-03-2026,112.0/117.0,2.92,1.01,5.05,2.2,4.76,5,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,112.0/119.0,2.92,0.6,6.64,2.2,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,112.0/125.0,2.92,0.12,12.14,2.2,12.74,13,10%,0.2492,0.26,2080
20-03-2026,09:25:36,PNB,30-03-2026,114.0/115.0,1.92,1.65,3.65,3.18,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:25:36,PNB,30-03-2026,114.0/117.0,1.92,1.01,5.05,3.18,2.78,3,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,114.0/119.0,1.92,0.6,6.64,3.18,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,114.0/125.0,1.92,0.12,12.14,3.18,10.76,11,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,118.0/119.0,0.72,0.6,6.64,5.98,0.78,1,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,118.0/125.0,0.72,0.12,12.14,5.98,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,120.0/125.0,0.41,0.12,12.14,7.65,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,100.0/111.0,12.96,3.73,1.74,0.19,10.78,11,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,100.0/113.0,12.96,2.55,2.54,0.19,12.76,13,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,100.0/115.0,12.96,1.65,3.65,0.19,14.77,15,8%,0.2081,0.23,1840
20-03-2026,09:25:36,PNB,30-03-2026,100.0/125.0,12.96,0.12,12.14,0.19,24.79,25,8%,0.2081,0.21,1680
20-03-2026,09:25:36,PNB,30-03-2026,108.0/109.0,5.71,5.13,1.17,1,0.75,1,10%,0.2492,0.25,2000
20-03-2026,09:25:36,PNB,30-03-2026,108.0/111.0,5.71,3.73,1.74,1,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:36,PNB,30-03-2026,108.0/113.0,5.71,2.55,2.54,1,4.7,5,12%,0.2903,0.3,2400
20-03-2026,09:25:36,PNB,30-03-2026,108.0/115.0,5.71,1.65,3.65,1,6.71,7,10%,0.2492,0.29,2320
20-03-2026,09:25:36,PNB,30-03-2026,108.0/117.0,5.71,1.01,5.05,1,8.75,9,10%,0.2492,0.25,2000
20-03-2026,09:25:36,PNB,30-03-2026,108.0/119.0,5.71,0.6,6.64,1,10.75,11,10%,0.2492,0.25,2000
20-03-2026,09:25:36,PNB,30-03-2026,108.0/125.0,5.71,0.12,12.14,1,16.73,17,10%,0.2492,0.27,2160
20-03-2026,09:25:36,PNB,30-03-2026,110.0/111.0,4.2,3.73,1.74,1.48,0.73,1,10%,0.2492,0.27,2160
20-03-2026,09:25:36,PNB,30-03-2026,110.0/113.0,4.2,2.55,2.54,1.48,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:25:36,PNB,30-03-2026,110.0/115.0,4.2,1.65,3.65,1.48,4.72,5,10%,0.2492,0.28,2240
20-03-2026,09:25:36,PNB,30-03-2026,110.0/117.0,4.2,1.01,5.05,1.48,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,110.0/119.0,4.2,0.6,6.64,1.48,8.76,9,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,110.0/125.0,4.2,0.12,12.14,1.48,14.74,15,10%,0.2492,0.26,2080
20-03-2026,09:25:36,PNB,30-03-2026,112.0/113.0,2.92,2.55,2.54,2.2,0.71,1,10%,0.2492,0.29,2320
20-03-2026,09:25:36,PNB,30-03-2026,112.0/115.0,2.92,1.65,3.65,2.2,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:36,PNB,30-03-2026,112.0/117.0,2.92,1.01,5.05,2.2,4.76,5,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,112.0/119.0,2.92,0.6,6.64,2.2,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,112.0/125.0,2.92,0.12,12.14,2.2,12.74,13,10%,0.2492,0.26,2080
20-03-2026,09:25:36,PNB,30-03-2026,114.0/115.0,1.92,1.65,3.65,3.18,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:25:36,PNB,30-03-2026,114.0/117.0,1.92,1.01,5.05,3.18,2.78,3,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,114.0/119.0,1.92,0.6,6.64,3.18,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,114.0/125.0,1.92,0.12,12.14,3.18,10.76,11,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,118.0/119.0,0.72,0.6,6.64,5.98,0.78,1,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,118.0/125.0,0.72,0.12,12.14,5.98,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,120.0/125.0,0.41,0.12,12.14,7.65,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,100.0/111.0,12.96,3.73,1.74,0.19,10.78,11,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,100.0/113.0,12.96,2.55,2.54,0.19,12.76,13,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,100.0/115.0,12.96,1.65,3.65,0.19,14.77,15,8%,0.2081,0.23,1840
20-03-2026,09:25:36,PNB,30-03-2026,100.0/125.0,12.96,0.12,12.14,0.19,24.79,25,8%,0.2081,0.21,1680
20-03-2026,09:25:36,PNB,30-03-2026,108.0/109.0,5.71,5.13,1.17,1,0.75,1,10%,0.2492,0.25,2000
20-03-2026,09:25:36,PNB,30-03-2026,108.0/111.0,5.71,3.73,1.74,1,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:36,PNB,30-03-2026,108.0/113.0,5.71,2.55,2.54,1,4.7,5,12%,0.2903,0.3,2400
20-03-2026,09:25:36,PNB,30-03-2026,108.0/115.0,5.71,1.65,3.65,1,6.71,7,10%,0.2492,0.29,2320
20-03-2026,09:25:36,PNB,30-03-2026,108.0/117.0,5.71,1.01,5.05,1,8.75,9,10%,0.2492,0.25,2000
20-03-2026,09:25:36,PNB,30-03-2026,108.0/119.0,5.71,0.6,6.64,1,10.75,11,10%,0.2492,0.25,2000
20-03-2026,09:25:36,PNB,30-03-2026,108.0/125.0,5.71,0.12,12.14,1,16.73,17,10%,0.2492,0.27,2160
20-03-2026,09:25:36,PNB,30-03-2026,110.0/111.0,4.2,3.73,1.74,1.48,0.73,1,10%,0.2492,0.27,2160
20-03-2026,09:25:36,PNB,30-03-2026,110.0/113.0,4.2,2.55,2.54,1.48,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:25:36,PNB,30-03-2026,110.0/115.0,4.2,1.65,3.65,1.48,4.72,5,10%,0.2492,0.28,2240
20-03-2026,09:25:36,PNB,30-03-2026,110.0/117.0,4.2,1.01,5.05,1.48,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,110.0/119.0,4.2,0.6,6.64,1.48,8.76,9,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,110.0/125.0,4.2,0.12,12.14,1.48,14.74,15,10%,0.2492,0.26,2080
20-03-2026,09:25:36,PNB,30-03-2026,112.0/113.0,2.92,2.55,2.54,2.2,0.71,1,10%,0.2492,0.29,2320
20-03-2026,09:25:36,PNB,30-03-2026,112.0/115.0,2.92,1.65,3.65,2.2,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:36,PNB,30-03-2026,112.0/117.0,2.92,1.01,5.05,2.2,4.76,5,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,112.0/119.0,2.92,0.6,6.64,2.2,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,112.0/125.0,2.92,0.12,12.14,2.2,12.74,13,10%,0.2492,0.26,2080
20-03-2026,09:25:36,PNB,30-03-2026,114.0/115.0,1.92,1.65,3.65,3.18,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:25:36,PNB,30-03-2026,114.0/117.0,1.92,1.01,5.05,3.18,2.78,3,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,114.0/119.0,1.92,0.6,6.64,3.18,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,114.0/125.0,1.92,0.12,12.14,3.18,10.76,11,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,118.0/119.0,0.72,0.6,6.64,5.98,0.78,1,8%,0.2081,0.22,1760
20-03-2026,09:25:36,PNB,30-03-2026,118.0/125.0,0.72,0.12,12.14,5.98,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:36,PNB,30-03-2026,120.0/125.0,0.41,0.12,12.14,7.65,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:37,PNB,30-03-2026,100.0/111.0,12.96,3.73,1.74,0.19,10.78,11,8%,0.2081,0.22,1760
20-03-2026,09:25:37,PNB,30-03-2026,100.0/113.0,12.96,2.55,2.54,0.19,12.76,13,8%,0.2081,0.24,1920
20-03-2026,09:25:37,PNB,30-03-2026,100.0/115.0,12.96,1.65,3.65,0.19,14.77,15,8%,0.2081,0.23,1840
20-03-2026,09:25:37,PNB,30-03-2026,100.0/125.0,12.96,0.12,12.14,0.19,24.79,25,8%,0.2081,0.21,1680
20-03-2026,09:25:37,PNB,30-03-2026,108.0/109.0,5.71,5.13,1.17,1,0.75,1,10%,0.2492,0.25,2000
20-03-2026,09:25:37,PNB,30-03-2026,108.0/111.0,5.71,3.73,1.74,1,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:37,PNB,30-03-2026,108.0/113.0,5.71,2.55,2.54,1,4.7,5,12%,0.2903,0.3,2400
20-03-2026,09:25:37,PNB,30-03-2026,108.0/115.0,5.71,1.65,3.65,1,6.71,7,10%,0.2492,0.29,2320
20-03-2026,09:25:37,PNB,30-03-2026,108.0/117.0,5.71,1.01,5.05,1,8.75,9,10%,0.2492,0.25,2000
20-03-2026,09:25:37,PNB,30-03-2026,108.0/119.0,5.71,0.6,6.64,1,10.75,11,10%,0.2492,0.25,2000
20-03-2026,09:25:37,PNB,30-03-2026,108.0/125.0,5.71,0.12,12.14,1,16.73,17,10%,0.2492,0.27,2160
20-03-2026,09:25:37,PNB,30-03-2026,110.0/111.0,4.2,3.73,1.74,1.48,0.73,1,10%,0.2492,0.27,2160
20-03-2026,09:25:37,PNB,30-03-2026,110.0/113.0,4.2,2.55,2.54,1.48,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:25:37,PNB,30-03-2026,110.0/115.0,4.2,1.65,3.65,1.48,4.72,5,10%,0.2492,0.28,2240
20-03-2026,09:25:37,PNB,30-03-2026,110.0/117.0,4.2,1.01,5.05,1.48,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:37,PNB,30-03-2026,110.0/119.0,4.2,0.6,6.64,1.48,8.76,9,8%,0.2081,0.24,1920
20-03-2026,09:25:37,PNB,30-03-2026,110.0/125.0,4.2,0.12,12.14,1.48,14.74,15,10%,0.2492,0.26,2080
20-03-2026,09:25:37,PNB,30-03-2026,112.0/113.0,2.92,2.55,2.54,2.2,0.71,1,10%,0.2492,0.29,2320
20-03-2026,09:25:37,PNB,30-03-2026,112.0/115.0,2.92,1.65,3.65,2.2,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:37,PNB,30-03-2026,112.0/117.0,2.92,1.01,5.05,2.2,4.76,5,8%,0.2081,0.24,1920
20-03-2026,09:25:37,PNB,30-03-2026,112.0/119.0,2.92,0.6,6.64,2.2,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:37,PNB,30-03-2026,112.0/125.0,2.92,0.12,12.14,2.2,12.74,13,10%,0.2492,0.26,2080
20-03-2026,09:25:37,PNB,30-03-2026,114.0/115.0,1.92,1.65,3.65,3.18,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:25:37,PNB,30-03-2026,114.0/117.0,1.92,1.01,5.05,3.18,2.78,3,8%,0.2081,0.22,1760
20-03-2026,09:25:37,PNB,30-03-2026,114.0/119.0,1.92,0.6,6.64,3.18,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:37,PNB,30-03-2026,114.0/125.0,1.92,0.12,12.14,3.18,10.76,11,8%,0.2081,0.24,1920
20-03-2026,09:25:37,PNB,30-03-2026,118.0/119.0,0.72,0.6,6.64,5.98,0.78,1,8%,0.2081,0.22,1760
20-03-2026,09:25:37,PNB,30-03-2026,118.0/125.0,0.72,0.12,12.14,5.98,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:37,PNB,30-03-2026,120.0/125.0,0.41,0.12,12.14,7.65,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:37,PNB,30-03-2026,100.0/111.0,12.96,3.73,1.74,0.19,10.78,11,8%,0.2081,0.22,1760
20-03-2026,09:25:37,PNB,30-03-2026,100.0/113.0,12.96,2.55,2.54,0.19,12.76,13,8%,0.2081,0.24,1920
20-03-2026,09:25:37,PNB,30-03-2026,100.0/115.0,12.96,1.65,3.65,0.19,14.77,15,8%,0.2081,0.23,1840
20-03-2026,09:25:37,PNB,30-03-2026,100.0/125.0,12.96,0.12,12.14,0.19,24.79,25,8%,0.2081,0.21,1680
20-03-2026,09:25:37,PNB,30-03-2026,108.0/109.0,5.71,5.13,1.17,1,0.75,1,10%,0.2492,0.25,2000
20-03-2026,09:25:37,PNB,30-03-2026,108.0/111.0,5.71,3.73,1.74,1,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:37,PNB,30-03-2026,108.0/113.0,5.71,2.55,2.54,1,4.7,5,12%,0.2903,0.3,2400
20-03-2026,09:25:37,PNB,30-03-2026,108.0/115.0,5.71,1.65,3.65,1,6.71,7,10%,0.2492,0.29,2320
20-03-2026,09:25:37,PNB,30-03-2026,108.0/117.0,5.71,1.01,5.05,1,8.75,9,10%,0.2492,0.25,2000
20-03-2026,09:25:37,PNB,30-03-2026,108.0/119.0,5.71,0.6,6.64,1,10.75,11,10%,0.2492,0.25,2000
20-03-2026,09:25:37,PNB,30-03-2026,108.0/125.0,5.71,0.12,12.14,1,16.73,17,10%,0.2492,0.27,2160
20-03-2026,09:25:37,PNB,30-03-2026,110.0/111.0,4.2,3.73,1.74,1.48,0.73,1,10%,0.2492,0.27,2160
20-03-2026,09:25:37,PNB,30-03-2026,110.0/113.0,4.2,2.55,2.54,1.48,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:25:37,PNB,30-03-2026,110.0/115.0,4.2,1.65,3.65,1.48,4.72,5,10%,0.2492,0.28,2240
20-03-2026,09:25:37,PNB,30-03-2026,110.0/117.0,4.2,1.01,5.05,1.48,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:37,PNB,30-03-2026,110.0/119.0,4.2,0.6,6.64,1.48,8.76,9,8%,0.2081,0.24,1920
20-03-2026,09:25:37,PNB,30-03-2026,110.0/125.0,4.2,0.12,12.14,1.48,14.74,15,10%,0.2492,0.26,2080
20-03-2026,09:25:37,PNB,30-03-2026,112.0/113.0,2.92,2.55,2.54,2.2,0.71,1,10%,0.2492,0.29,2320
20-03-2026,09:25:38,PNB,30-03-2026,112.0/115.0,2.92,1.65,3.65,2.2,2.72,3,10%,0.2492,0.28,2240
20-03-2026,09:25:38,PNB,30-03-2026,112.0/117.0,2.92,1.01,5.05,2.2,4.76,5,8%,0.2081,0.24,1920
20-03-2026,09:25:38,PNB,30-03-2026,112.0/119.0,2.92,0.6,6.64,2.2,6.76,7,8%,0.2081,0.24,1920
20-03-2026,09:25:38,PNB,30-03-2026,112.0/125.0,2.92,0.12,12.14,2.2,12.74,13,10%,0.2492,0.26,2080
20-03-2026,09:25:38,PNB,30-03-2026,114.0/115.0,1.92,1.65,3.65,3.18,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:25:38,PNB,30-03-2026,114.0/117.0,1.92,1.01,5.05,3.18,2.78,3,8%,0.2081,0.22,1760
20-03-2026,09:25:38,PNB,30-03-2026,114.0/119.0,1.92,0.6,6.64,3.18,4.78,5,8%,0.2081,0.22,1760
20-03-2026,09:25:38,PNB,30-03-2026,114.0/125.0,1.92,0.12,12.14,3.18,10.76,11,8%,0.2081,0.24,1920
